data;1THB;1USD;1AUD;1HKD;1CAD;1NZD;1SGD;1EUR;100HUF;1CHF;1GBP;1UAH;100JPY;1CZK;1DKK;100ISK;1NOK;1SEK;1HRK;1RON;1BGN;1TRY;1ILS;100CLP;1PHP;1MXN;1ZAR;1BRL;1MYR;1RUB;10000IDR;100INR;100KRW;1CNY;1XDR;nr tabeli;pe³ny numer tabeli;
;bat (Tajlandia);dolar amerykañski;dolar australijski;dolar Hongkongu;dolar kanadyjski;dolar nowozelandzki;dolar singapurski;euro;forint (Wêgry);frank szwajcarski;funt szterling;hrywna (Ukraina);jen (Japonia);korona czeska;korona duñska;korona islandzka;korona norweska;korona szwedzka;kuna (Chorwacja);lej rumuñski;lew (Bu³garia);lira turecka;nowy izraelski szekel;peso chilijskie;peso filipiñskie;peso meksykañskie;rand (Republika Po³udniowej Afryki);real (Brazylia);ringgit (Malezja);rubel rosyjski;rupia indonezyjska;rupia indyjska;won po³udniowokoreañski;yuan renminbi (Chiny);SDR (MFW);
20200508;0,1304;4,2065;2,7419;0,5427;3,0156;2,5756;2,9767;4,5577;1,3038;4,3293;5,2136;0,1567;3,9551;0,1669;0,6109;2,8719;0,4107;0,4298;0,6030;0,9438;2,3303;0,5916;1,1998;0,5027;0,0834;0,1756;0,2280;0,7212;0,9706;0,0570;2,8193;5,5622;0,3447;0,5942;5,7528;89;089/A/NBP/2020;
20200511;0,1310;4,2126;2,7441;0,5435;3,0187;2,5708;2,9774;4,5572;1,3032;4,3301;5,2112;0,1569;3,9286;0,1671;0,6109;2,8752;0,4121;0,4295;0,6030;0,9438;2,3300;0,5941;1,1954;0,5101;0,0837;0,1774;0,2298;0,7348;0,9721;0,0571;2,8282;5,5654;0,3445;0,5947;5,7316;90;090/A/NBP/2020;
20200512;0,1310;4,2095;2,7305;0,5431;3,0039;2,5606;2,9694;4,5549;1,2988;4,3316;5,1863;0,1570;3,9142;0,1655;0,6107;2,8701;0,4101;0,4283;0,6021;0,9429;2,3289;0,5987;1,1970;0,5112;0,0838;0,1752;0,2292;0,7234;0,9711;0,0573;2,8242;5,5752;0,3439;0,5938;5,7266;91;091/A/NBP/2020;
20200513;0,1314;4,2111;2,7290;0,5434;2,9984;2,5329;2,9706;4,5661;1,2924;4,3402;5,1694;0,1578;3,9337;0,1659;0,6124;2,8772;0,4139;0,4301;0,6031;0,9443;2,3346;0,6019;1,1982;0,5107;0,0837;0,1737;0,2279;0,7154;0,9730;0,0573;2,8329;5,5810;0,3438;0,5936;5,7267;92;092/A/NBP/2020;
20200514;0,1317;4,2269;2,7197;0,5453;2,9973;2,5292;2,9725;4,5693;1,2897;4,3445;5,1575;0,1584;3,9563;0,1657;0,6127;2,8865;0,4151;0,4296;0,6034;0,9446;2,3362;0,6066;1,1962;0,5176;0,0838;0,1744;0,2276;0,7180;0,9746;0,0572;2,8397;5,6020;0,3444;0,5958;5,7257;93;093/A/NBP/2020;
20200515;0,1313;4,2135;2,7224;0,5436;2,9995;2,5253;2,9606;4,5552;1,2872;4,3294;5,1425;0,1582;3,9354;0,1656;0,6109;2,8776;0,4143;0,4294;0,6014;0,9414;2,3290;0,6090;1,1927;0,5126;0,0831;0,1767;0,2290;0,7251;0,9693;0,0574;2,8355;5,5684;0,3425;0,5934;5,7350;94;094/A/NBP/2020;
20200518;0,1318;4,2224;2,7218;0,5447;3,0008;2,5134;2,9596;4,5644;1,2894;4,3419;5,1110;0,1589;3,9355;0,1652;0,6123;2,9017;0,4149;0,4290;0,6041;0,9430;2,3337;0,6137;1,1915;0,5102;0,0829;0,1769;0,2282;0,7213;0,9662;0,0578;2,8434;5,5589;0,3421;0,5933;5,7463;95;095/A/NBP/2020;
20200519;0,1305;4,1645;2,7308;0,5374;2,9914;2,5362;2,9414;4,5610;1,2958;4,2871;5,1024;0,1571;3,8748;0,1656;0,6118;2,9032;0,4172;0,4311;0,6028;0,9422;2,3320;0,6084;1,1816;0,5085;0,0821;0,1770;0,2285;0,7281;0,9585;0,0576;2,8196;5,5071;0,3398;0,5862;5,7191;96;096/A/NBP/2020;
20200520;0,1307;4,1619;2,7233;0,5370;2,9883;2,5394;2,9364;4,5540;1,3015;4,3013;5,0962;0,1565;3,8665;0,1659;0,6108;2,9099;0,4165;0,4308;0,6009;0,9403;2,3284;0,6141;1,1859;0,5083;0,0821;0,1771;0,2292;0,7230;0,9556;0,0577;2,8289;5,4904;0,3381;0,5856;5,6789;97;097/A/NBP/2020;
20200521;0,1299;4,1346;2,7169;0,5335;2,9717;2,5317;2,9226;4,5365;1,2998;4,2787;5,0543;0,1543;3,8364;0,1668;0,6084;2,9024;0,4158;0,4305;0,5989;0,9365;2,3195;0,6084;1,1755;0,5144;0,0817;0,1788;0,2309;0,7263;0,9516;0,0585;2,8108;5,4809;0,3362;0,5825;5,6519;98;098/A/NBP/2020;
20200522;0,1301;4,1503;2,7055;0,5350;2,9587;2,5325;2,9152;4,5234;1,2941;4,2688;5,0538;0,1551;3,8594;0,1660;0,6066;2,8940;0,4120;0,4285;0,5967;0,9341;2,3128;0,6096;1,1762;0,5163;0,0816;0,1797;0,2333;0,7473;0,9508;0,0578;2,8213;5,4581;0,3345;0,5812;5,6168;99;099/A/NBP/2020;
20200525;0,1295;4,1428;2,7082;0,5343;2,9636;2,5259;2,9060;4,5111;1,2870;4,2600;5,0460;0,1541;3,8451;0,1651;0,6049;2,8973;0,4139;0,4281;0,5949;0,9316;2,3065;0,6078;1,1740;0,5124;0,0816;0,1821;0,2356;0,7485;0,9493;0,0579;2,8161;5,4495;0,3338;0,5805;5,6342;100;100/A/NBP/2020;
20200526;0,1282;4,0885;2,7075;0,5274;2,9442;2,5249;2,8818;4,4800;1,2814;4,2226;5,0298;0,1519;3,7947;0,1650;0,6009;2,8997;0,4115;0,4244;0,5908;0,9255;2,2906;0,6030;1,1642;0,5081;0,0809;0,1840;0,2348;0,7511;0,9369;0,0575;2,7708;5,4119;0,3319;0,5732;5,5953;101;101/A/NBP/2020;
20200527;0,1271;4,0504;2,6934;0,5224;2,9431;2,5147;2,8566;4,4378;1,2705;4,1707;4,9829;0,1500;3,7640;0,1641;0,5950;2,9177;0,4090;0,4204;0,5851;0,9163;2,2690;0,5982;1,1554;0,5020;0,0799;0,1820;0,2317;0,7576;0,9304;0,0571;2,7534;5,3535;0,3278;0,5660;5,5187;102;102/A/NBP/2020;
20200528;0,1263;4,0244;2,6578;0,5190;2,9193;2,4863;2,8343;4,4264;1,2648;4,1494;4,9316;0,1496;3,7322;0,1638;0,5937;2,9314;0,4071;0,4189;0,5833;0,9138;2,2632;0,5939;1,1486;0,4907;0,0794;0,1800;0,2305;0,7630;0,9237;0,0566;2,7349;5,3081;0,3246;0,5620;5,5052;103;103/A/NBP/2020;
20200529;0,1258;4,0031;2,6614;0,5164;2,9064;2,4825;2,8349;4,4503;1,2775;4,1621;4,9213;0,1489;3,7332;0,1649;0,5970;2,9511;0,4108;0,4233;0,5864;0,9186;2,2754;0,5867;1,1408;0,4951;0,0793;0,1803;0,2281;0,7407;0,9213;0,0566;2,7403;5,3021;0,3236;0,5605;5,5167;104;104/A/NBP/2020;
20200601;0,1252;3,9680;2,6727;0,5119;2,8935;2,4750;2,8200;4,4202;1,2796;4,1401;4,9223;0,1479;3,6943;0,1647;0,5931;2,9273;0,4109;0,4227;0,5825;0,9134;2,2600;0,5821;1,1309;0,4966;0,0788;0,1802;0,2271;0,7436;0,9201;0,0570;2,7159;5,2540;0,3233;0,5564;5,4459;105;105/A/NBP/2020;

kod ISO;THB;USD;AUD;HKD;CAD;NZD;SGD;EUR;HUF;CHF;GBP;UAH;JPY;CZK;DKK;ISK;NOK;SEK;HRK;RON;BGN;TRY;ILS;CLP;PHP;MXN;ZAR;BRL;MYR;RUB;IDR;INR;KRW;CNY;XDR;
nazwa waluty;bat (Tajlandia);dolar amerykañski;dolar australijski;dolar Hongkongu;dolar kanadyjski;dolar nowozelandzki;dolar singapurski;euro;forint (Wêgry);frank szwajcarski;funt szterling;hrywna (Ukraina);jen (Japonia);korona czeska;korona duñska;korona islandzka;korona norweska;korona szwedzka;kuna (Chorwacja);lej rumuñski;lew (Bu³garia);lira turecka;nowy izraelski szekel;peso chilijskie;peso filipiñskie;peso meksykañskie;rand (Republika Po³udniowej Afryki);real (Brazylia);ringgit (Malezja);rubel rosyjski;rupia indonezyjska;rupia indyjska;won po³udniowokoreañski;yuan renminbi (Chiny);SDR (MFW);
liczba jednostek;1;1;1;1;1;1;1;1;100;1;1;1;100;1;1;100;1;1;1;1;1;1;1;100;1;1;1;1;1;1;10000;100;100;1;1;
